ID,Name,LongName,McCC,CLOC,PDA,PUA,LLOC,LOC,commiters,commits,is_buggy,before_bugs,after_bugs
.TrajectoryDeterminationProblem.java,.TrajectoryDeterminationProblem,src/site/resources/userguide/TrajectoryDeterminationProblem.java,10.00,10.00.00,10.00.00,10.00.00,10.00.00,10.00.00,3,4,0,0,0
org.apache.commons.math.ConvergenceException.java,org.apache.commons.math.ConvergenceException,src/main/java/org/apache/commons/math/ConvergenceException.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,8,0,0,0
org.apache.commons.math.Field.java,org.apache.commons.math.Field,src/main/java/org/apache/commons/math/Field.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,6,0,0,0
org.apache.commons.math.FieldElement.java,org.apache.commons.math.FieldElement,src/main/java/org/apache/commons/math/FieldElement.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,6,0,0,0
org.apache.commons.math.MathConfigurationException.java,org.apache.commons.math.MathConfigurationException,src/main/java/org/apache/commons/math/MathConfigurationException.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,7,0,0,0
org.apache.commons.math.MathException.java,org.apache.commons.math.MathException,src/main/java/org/apache/commons/math/MathException.java,5.00,5.00.00,5.00.00,5.00.00,5.00.00,5.00.00,3,23,0,0,0
org.apache.commons.math.MathRuntimeException.java,org.apache.commons.math.MathRuntimeException,src/main/java/org/apache/commons/math/MathRuntimeException.java,5.00,5.00.00,5.00.00,5.00.00,5.00.00,5.00.00,3,29,0,0,0
org.apache.commons.math.MaxEvaluationsExceededException.java,org.apache.commons.math.MaxEvaluationsExceededException,src/main/java/org/apache/commons/math/MaxEvaluationsExceededException.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,7,0,0,0
org.apache.commons.math.analysis.BivariateRealFunction.java,org.apache.commons.math.analysis.BivariateRealFunction,src/main/java/org/apache/commons/math/analysis/BivariateRealFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,11,0,0,0
org.apache.commons.math.analysis.DifferentiableMultivariateRealFunction.java,org.apache.commons.math.analysis.DifferentiableMultivariateRealFunction,src/main/java/org/apache/commons/math/analysis/DifferentiableMultivariateRealFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,4,0,0,0
org.apache.commons.math.analysis.DifferentiableMultivariateVectorialFunction.java,org.apache.commons.math.analysis.DifferentiableMultivariateVectorialFunction,src/main/java/org/apache/commons/math/analysis/DifferentiableMultivariateVectorialFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,4,0,0,0
org.apache.commons.math.analysis.DifferentiableUnivariateMatrixFunction.java,org.apache.commons.math.analysis.DifferentiableUnivariateMatrixFunction,src/main/java/org/apache/commons/math/analysis/DifferentiableUnivariateMatrixFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,5,0,0,0
org.apache.commons.math.analysis.DifferentiableUnivariateRealFunction.java,org.apache.commons.math.analysis.DifferentiableUnivariateRealFunction,src/main/java/org/apache/commons/math/analysis/DifferentiableUnivariateRealFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,5,0,0,0
org.apache.commons.math.analysis.DifferentiableUnivariateVectorialFunction.java,org.apache.commons.math.analysis.DifferentiableUnivariateVectorialFunction,src/main/java/org/apache/commons/math/analysis/DifferentiableUnivariateVectorialFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,5,0,0,0
org.apache.commons.math.analysis.FunctionUtils.java,org.apache.commons.math.analysis.FunctionUtils,src/main/java/org/apache/commons/math/analysis/FunctionUtils.java,5.00,5.00.00,5.00.00,5.00.00,5.00.00,5.00.00,3,11,0,0,0
org.apache.commons.math.analysis.MultivariateMatrixFunction.java,org.apache.commons.math.analysis.MultivariateMatrixFunction,src/main/java/org/apache/commons/math/analysis/MultivariateMatrixFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,9,0,0,0
org.apache.commons.math.analysis.MultivariateRealFunction.java,org.apache.commons.math.analysis.MultivariateRealFunction,src/main/java/org/apache/commons/math/analysis/MultivariateRealFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,10,0,0,0
org.apache.commons.math.analysis.MultivariateVectorialFunction.java,org.apache.commons.math.analysis.MultivariateVectorialFunction,src/main/java/org/apache/commons/math/analysis/MultivariateVectorialFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,9,0,0,0
org.apache.commons.math.analysis.ParametricUnivariateRealFunction.java,org.apache.commons.math.analysis.ParametricUnivariateRealFunction,src/main/java/org/apache/commons/math/analysis/ParametricUnivariateRealFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,4,0,0,0
org.apache.commons.math.analysis.TrivariateRealFunction.java,org.apache.commons.math.analysis.TrivariateRealFunction,src/main/java/org/apache/commons/math/analysis/TrivariateRealFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,9,0,0,0
org.apache.commons.math.analysis.UnivariateMatrixFunction.java,org.apache.commons.math.analysis.UnivariateMatrixFunction,src/main/java/org/apache/commons/math/analysis/UnivariateMatrixFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,10,0,0,0
org.apache.commons.math.analysis.UnivariateRealFunction.java,org.apache.commons.math.analysis.UnivariateRealFunction,src/main/java/org/apache/commons/math/analysis/UnivariateRealFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,13,0,0,0
org.apache.commons.math.analysis.UnivariateVectorialFunction.java,org.apache.commons.math.analysis.UnivariateVectorialFunction,src/main/java/org/apache/commons/math/analysis/UnivariateVectorialFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,10,0,0,0
org.apache.commons.math.complex.Complex.java,org.apache.commons.math.complex.Complex,src/main/java/org/apache/commons/math/complex/Complex.java,71.00,71.00.00,71.00.00,71.00.00,71.00.00,71.00.00,3,39,1,3,1
org.apache.commons.math.complex.ComplexField.java,org.apache.commons.math.complex.ComplexField,src/main/java/org/apache/commons/math/complex/ComplexField.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,7,0,0,0
org.apache.commons.math.complex.ComplexFormat.java,org.apache.commons.math.complex.ComplexFormat,src/main/java/org/apache/commons/math/complex/ComplexFormat.java,19.00,19.00.00,19.00.00,19.00.00,19.00.00,19.00.00,3,16,0,1,0
org.apache.commons.math.complex.ComplexUtils.java,org.apache.commons.math.complex.ComplexUtils,src/main/java/org/apache/commons/math/complex/ComplexUtils.java,2.00,2.00.00,2.00.00,2.00.00,2.00.00,2.00.00,3,10,0,0,0
org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP.java,org.apache.commons.math.dfp.BracketingNthOrderBrentSolverDFP,src/main/java/org/apache/commons/math/dfp/BracketingNthOrderBrentSolverDFP.java,37.00,37.00.00,37.00.00,37.00.00,37.00.00,37.00.00,3,3,0,0,0
org.apache.commons.math.dfp.Dfp.java,org.apache.commons.math.dfp.Dfp,src/main/java/org/apache/commons/math/dfp/Dfp.java,362.00,362.00.00,362.00.00,362.00.00,362.00.00,362.00.00,3,16,0,1,0
org.apache.commons.math.dfp.DfpDec.java,org.apache.commons.math.dfp.DfpDec,src/main/java/org/apache/commons/math/dfp/DfpDec.java,53.00,53.00.00,53.00.00,53.00.00,53.00.00,53.00.00,3,6,0,0,0
org.apache.commons.math.dfp.DfpField.java,org.apache.commons.math.dfp.DfpField,src/main/java/org/apache/commons/math/dfp/DfpField.java,24.00,24.00.00,24.00.00,24.00.00,24.00.00,24.00.00,3,11,0,0,0
org.apache.commons.math.dfp.DfpMath.java,org.apache.commons.math.dfp.DfpMath,src/main/java/org/apache/commons/math/dfp/DfpMath.java,99.00,99.00.00,99.00.00,99.00.00,99.00.00,99.00.00,3,11,0,0,0
org.apache.commons.math.dfp.UnivariateDfpFunction.java,org.apache.commons.math.dfp.UnivariateDfpFunction,src/main/java/org/apache/commons/math/dfp/UnivariateDfpFunction.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,3,0,0,0
org.apache.commons.math.distribution.AbstractContinuousDistribution.java,org.apache.commons.math.distribution.AbstractContinuousDistribution,src/main/java/org/apache/commons/math/distribution/AbstractContinuousDistribution.java,10.00,10.00.00,10.00.00,10.00.00,10.00.00,10.00.00,3,36,0,0,0
org.apache.commons.math.distribution.AbstractDistribution.java,org.apache.commons.math.distribution.AbstractDistribution,src/main/java/org/apache/commons/math/distribution/AbstractDistribution.java,4.00,4.00.00,4.00.00,4.00.00,4.00.00,4.00.00,3,21,0,0,0
org.apache.commons.math.distribution.AbstractIntegerDistribution.java,org.apache.commons.math.distribution.AbstractIntegerDistribution,src/main/java/org/apache/commons/math/distribution/AbstractIntegerDistribution.java,15.00,15.00.00,15.00.00,15.00.00,15.00.00,15.00.00,3,32,0,0,0
org.apache.commons.math.distribution.BetaDistribution.java,org.apache.commons.math.distribution.BetaDistribution,src/main/java/org/apache/commons/math/distribution/BetaDistribution.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,10,0,0,0
org.apache.commons.math.distribution.BetaDistributionImpl.java,org.apache.commons.math.distribution.BetaDistributionImpl,src/main/java/org/apache/commons/math/distribution/BetaDistributionImpl.java,12.00,12.00.00,12.00.00,12.00.00,12.00.00,12.00.00,3,28,0,0,0
org.apache.commons.math.distribution.BinomialDistribution.java,org.apache.commons.math.distribution.BinomialDistribution,src/main/java/org/apache/commons/math/distribution/BinomialDistribution.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,14,0,0,0
org.apache.commons.math.distribution.BinomialDistributionImpl.java,org.apache.commons.math.distribution.BinomialDistributionImpl,src/main/java/org/apache/commons/math/distribution/BinomialDistributionImpl.java,10.00,10.00.00,10.00.00,10.00.00,10.00.00,10.00.00,3,20,0,0,0
org.apache.commons.math.distribution.CauchyDistribution.java,org.apache.commons.math.distribution.CauchyDistribution,src/main/java/org/apache/commons/math/distribution/CauchyDistribution.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,9,0,0,0
org.apache.commons.math.distribution.CauchyDistributionImpl.java,org.apache.commons.math.distribution.CauchyDistributionImpl,src/main/java/org/apache/commons/math/distribution/CauchyDistributionImpl.java,10.00,10.00.00,10.00.00,10.00.00,10.00.00,10.00.00,3,25,0,0,0
org.apache.commons.math.distribution.ChiSquaredDistribution.java,org.apache.commons.math.distribution.ChiSquaredDistribution,src/main/java/org/apache/commons/math/distribution/ChiSquaredDistribution.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,12,0,0,0
org.apache.commons.math.distribution.ChiSquaredDistributionImpl.java,org.apache.commons.math.distribution.ChiSquaredDistributionImpl,src/main/java/org/apache/commons/math/distribution/ChiSquaredDistributionImpl.java,5.00,5.00.00,5.00.00,5.00.00,5.00.00,5.00.00,3,22,0,0,0
