"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC"
"L119","AgeCalculator.java","/share/ProjectData/Time/5/src/example/org/joda/example/time/AgeCalculator.java","L118","19","0","1","2","283","361"
"L120","DateTimeBrowser.java","/share/ProjectData/Time/5/src/example/org/joda/example/time/DateTimeBrowser.java","L118","33","0","2","0","662","1163"
"L121","DateTimePerformance.java","/share/ProjectData/Time/5/src/example/org/joda/example/time/DateTimePerformance.java","L118","152","0","3","0","718","901"
"L122","Examples.java","/share/ProjectData/Time/5/src/example/org/joda/example/time/Examples.java","L118","2","0","1","1","87","116"
"L123","TimeZoneTable.java","/share/ProjectData/Time/5/src/example/org/joda/example/time/TimeZoneTable.java","L118","17","0","1","1","125","180"
"L1537","Chronology.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/Chronology.java","L1536","1","0","50","0","56","505"
"L1538","DateMidnight.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/DateMidnight.java","L1536","26","0","83","0","371","1481"
"L1539","DateTime.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/DateTime.java","L1536","41","0","122","0","621","2325"
"L1540","DateTimeComparator.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/DateTimeComparator.java","L1536","23","0","12","0","101","276"
"L1541","DateTimeConstants.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/DateTimeConstants.java","L1536","1","0","1","0","45","173"
"L1542","DateTimeField.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/DateTimeField.java","L1536","1","0","51","0","54","674"
"L1543","DateTimeFieldType.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/DateTimeFieldType.java","L1536","49","0","30","0","299","596"
"L1544","DateTimeUtils.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/DateTimeUtils.java","L1536","23","0","24","0","206","585"
"L1545","DateTimeZone.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/DateTimeZone.java","L1536","100","0","37","0","583","1325"
"L1546","Days.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/Days.java","L1536","21","0","25","0","160","492"
"L1547","Duration.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/Duration.java","L1536","16","0","30","0","144","521"
"L1548","DurationField.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/DurationField.java","L1536","3","0","21","0","33","321"
"L1549","DurationFieldType.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/DurationFieldType.java","L1536","27","0","17","0","164","353"
"L1550","Hours.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/Hours.java","L1536","22","0","25","0","163","491"
"L1551","IllegalFieldValueException.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/IllegalFieldValueException.java","L1536","9","0","17","1","167","330"
"L1552","IllegalInstantException.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/IllegalInstantException.java","L1536","5","0","4","0","25","90"
"L1553","Instant.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/Instant.java","L1536","6","0","21","0","89","365"
"L1554","Interval.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/Interval.java","L1536","14","0","25","0","143","486"
"L1555","JodaTimePermission.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/JodaTimePermission.java","L1536","1","0","2","0","8","61"
"L1556","LocalDate.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/LocalDate.java","L1536","65","0","108","0","656","2117"
"L1557","LocalDateTime.java","/share/ProjectData/Time/5/src/main/java/org/joda/time/LocalDateTime.java","L1536","62","0","130","0","742","2391"
