"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC"
"L122","XYSmoothLineAndShapeRenderer.java","/share/ProjectData/Chart/1/experimental/org/jfree/experimental/chart/renderer/xy/XYSmoothLineAndShapeRenderer.java","L121","20","0","3","0","151","304"
"L1775","SWTGraphics2D.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/swt/SWTGraphics2D.java","L1774","39","0","73","0","567","1403"
"L1776","SWTPaintCanvas.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/swt/SWTPaintCanvas.java","L1774","2","0","8","0","45","136"
"L1777","SWTUtils.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/swt/SWTUtils.java","L1774","29","0","15","0","242","462"
"L275","ChartComposite.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/chart/swt/ChartComposite.java","L274","146","0","61","0","1095","1917"
"L949","SWTBarChartDemo1.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/chart/swt/demo/SWTBarChartDemo1.java","L948","3","0","2","0","85","182"
"L950","SWTMultipleAxisDemo1.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/chart/swt/demo/SWTMultipleAxisDemo1.java","L948","4","0","3","0","126","224"
"L951","SWTPieChartDemo1.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/chart/swt/demo/SWTPieChartDemo1.java","L948","6","0","2","0","78","152"
"L952","SWTTimeSeriesDemo.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/chart/swt/demo/SWTTimeSeriesDemo.java","L948","4","0","2","0","119","207"
"L1271","SWTAxisEditor.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/chart/swt/editor/SWTAxisEditor.java","L1270","9","0","0","0","219","380"
"L1272","SWTChartEditor.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/chart/swt/editor/SWTChartEditor.java","L1270","3","0","4","0","88","171"
"L1273","SWTNumberAxisEditor.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/chart/swt/editor/SWTNumberAxisEditor.java","L1270","11","0","0","0","128","246"
"L1274","SWTOtherEditor.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/chart/swt/editor/SWTOtherEditor.java","L1270","2","0","0","0","73","147"
"L1275","SWTPlotAppearanceEditor.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/chart/swt/editor/SWTPlotAppearanceEditor.java","L1270","10","0","0","0","187","279"
"L1276","SWTPlotEditor.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/chart/swt/editor/SWTPlotEditor.java","L1270","16","0","0","0","115","218"
"L1277","SWTStrokeCanvas.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/chart/swt/editor/SWTStrokeCanvas.java","L1270","3","0","0","0","51","125"
"L1278","SWTTitleEditor.java","/share/ProjectData/Chart/1/swt/org/jfree/experimental/chart/swt/editor/SWTTitleEditor.java","L1270","7","0","0","0","162","279"
"L2541","BufferedImageRenderingSource.java","/share/ProjectData/Chart/1/source/org/jfree/chart/BufferedImageRenderingSource.java","L2540","4","0","5","0","35","123"
"L2542","ChartColor.java","/share/ProjectData/Chart/1/source/org/jfree/chart/ChartColor.java","L2540","1","0","3","0","70","190"
"L2543","ChartFactory.java","/share/ProjectData/Chart/1/source/org/jfree/chart/ChartFactory.java","L2540","40","0","41","0","791","1672"
"L2544","ChartFrame.java","/share/ProjectData/Chart/1/source/org/jfree/chart/ChartFrame.java","L2540","2","0","4","0","24","97"
"L2545","ChartMouseEvent.java","/share/ProjectData/Chart/1/source/org/jfree/chart/ChartMouseEvent.java","L2540","1","0","5","0","27","119"
"L2546","ChartMouseListener.java","/share/ProjectData/Chart/1/source/org/jfree/chart/ChartMouseListener.java","L2540","1","0","3","0","6","74"
"L2547","ChartPanel.java","/share/ProjectData/Chart/1/source/org/jfree/chart/ChartPanel.java","L2540","159","0","116","0","1408","3128"
"L2548","ChartRenderingInfo.java","/share/ProjectData/Chart/1/source/org/jfree/chart/ChartRenderingInfo.java","L2540","9","0","13","0","94","297"
"L2549","ChartTheme.java","/share/ProjectData/Chart/1/source/org/jfree/chart/ChartTheme.java","L2540","1","0","2","0","5","64"
"L2550","ChartTransferable.java","/share/ProjectData/Chart/1/source/org/jfree/chart/ChartTransferable.java","L2540","8","0","7","0","102","276"
"L2551","ChartUtilities.java","/share/ProjectData/Chart/1/source/org/jfree/chart/ChartUtilities.java","L2540","19","0","28","0","265","764"
"L2552","Drawable.java","/share/ProjectData/Chart/1/source/org/jfree/chart/Drawable.java","L2540","1","0","2","0","6","62"
"L2553","Effect3D.java","/share/ProjectData/Chart/1/source/org/jfree/chart/Effect3D.java","L2540","1","0","3","0","5","64"
"L2554","JFreeChart.java","/share/ProjectData/Chart/1/source/org/jfree/chart/JFreeChart.java","L2540","99","0","65","0","896","1897"
"L2555","LegendItem.java","/share/ProjectData/Chart/1/source/org/jfree/chart/LegendItem.java","L2540","44","0","54","0","476","1183"
"L2556","LegendItemCollection.java","/share/ProjectData/Chart/1/source/org/jfree/chart/LegendItemCollection.java","L2540","4","0","9","0","45","155"
"L2557","LegendItemSource.java","/share/ProjectData/Chart/1/source/org/jfree/chart/LegendItemSource.java","L2540","1","0","2","0","4","58"
"L2558","LegendRenderingOrder.java","/share/ProjectData/Chart/1/source/org/jfree/chart/LegendRenderingOrder.java","L2540","6","0","3","0","39","123"
"L2559","MouseWheelHandler.java","/share/ProjectData/Chart/1/source/org/jfree/chart/MouseWheelHandler.java","L2540","8","0","0","0","62","160"
"L2560","PolarChartPanel.java","/share/ProjectData/Chart/1/source/org/jfree/chart/PolarChartPanel.java","L2540","13","0","5","0","108","255"
"L2561","RenderingSource.java","/share/ProjectData/Chart/1/source/org/jfree/chart/RenderingSource.java","L2540","1","0","4","0","9","86"
"L2562","StandardChartTheme.java","/share/ProjectData/Chart/1/source/org/jfree/chart/StandardChartTheme.java","L2540","145","0","71","0","1010","1883"
"L47421","ComparableObjectItem.java","/share/ProjectData/Chart/1/source/org/jfree/data/ComparableObjectItem.java","L47420","8","0","6","0","61","192"
"L47422","ComparableObjectSeries.java","/share/ProjectData/Chart/1/source/org/jfree/data/ComparableObjectSeries.java","L47420","32","0","13","0","200","452"
"L47423","DataUtilities.java","/share/ProjectData/Chart/1/source/org/jfree/data/DataUtilities.java","L47420","32","0","10","0","143","297"
"L47424","DefaultKeyedValue.java","/share/ProjectData/Chart/1/source/org/jfree/data/DefaultKeyedValue.java","L47420","9","0","9","0","55","178"
"L47425","DefaultKeyedValues.java","/share/ProjectData/Chart/1/source/org/jfree/data/DefaultKeyedValues.java","L47420","26","0","22","0","199","469"
"L47426","DefaultKeyedValues2D.java","/share/ProjectData/Chart/1/source/org/jfree/data/DefaultKeyedValues2D.java","L47420","41","0","24","0","259","583"
"L47427","DomainInfo.java","/share/ProjectData/Chart/1/source/org/jfree/data/DomainInfo.java","L47420","1","0","4","0","6","88"
