"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC"
"L120","XYTitleAnnotation.java","/share/ProjectData/Chart/11/experimental/org/jfree/experimental/chart/annotations/XYTitleAnnotation.java","L119","25","0","16","0","209","396"
"L502","XYTitleAnnotationDemo1.java","/share/ProjectData/Chart/11/experimental/org/jfree/experimental/chart/demo/XYTitleAnnotationDemo1.java","L501","2","0","4","0","128","231"
"L764","XYCoordinateType.java","/share/ProjectData/Chart/11/experimental/org/jfree/experimental/chart/util/XYCoordinateType.java","L763","7","0","3","0","43","133"
"L123","XYTitleAnnotationTests.java","/share/ProjectData/Chart/11/experimental/org/jfree/experimental/chart/annotations/junit/XYTitleAnnotationTests.java","L122","4","0","8","0","119","208"
"L669","XYSmoothLineAndShapeRenderer.java","/share/ProjectData/Chart/11/experimental/org/jfree/experimental/chart/renderer/xy/XYSmoothLineAndShapeRenderer.java","L668","20","0","3","0","149","264"
"L2160","SWTGraphics2D.java","/share/ProjectData/Chart/11/swt/org/jfree/experimental/swt/SWTGraphics2D.java","L2159","37","0","73","0","553","1269"
"L2161","SWTPaintCanvas.java","/share/ProjectData/Chart/11/swt/org/jfree/experimental/swt/SWTPaintCanvas.java","L2159","2","0","8","0","46","135"
"L2162","SWTUtils.java","/share/ProjectData/Chart/11/swt/org/jfree/experimental/swt/SWTUtils.java","L2159","36","0","15","0","272","490"
"L800","ChartComposite.java","/share/ProjectData/Chart/11/swt/org/jfree/experimental/chart/swt/ChartComposite.java","L799","140","0","55","1","1062","1829"
"L1421","SWTBarChartDemo1.java","/share/ProjectData/Chart/11/swt/org/jfree/experimental/chart/swt/demo/SWTBarChartDemo1.java","L1420","3","0","2","0","90","187"
"L1422","SWTMultipleAxisDemo1.java","/share/ProjectData/Chart/11/swt/org/jfree/experimental/chart/swt/demo/SWTMultipleAxisDemo1.java","L1420","4","0","3","0","126","224"
"L1423","SWTPieChartDemo1.java","/share/ProjectData/Chart/11/swt/org/jfree/experimental/chart/swt/demo/SWTPieChartDemo1.java","L1420","6","0","2","0","78","152"
