"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC"
"L118","FunctionInfo.java","/share/ProjectData/Closure/97/gen/com/google/javascript/jscomp/FunctionInfo.java","L117","1","0","0","3","80","88"
"L119","FunctionInformationMap.java","/share/ProjectData/Closure/97/gen/com/google/javascript/jscomp/FunctionInformationMap.java","L117","169","0","0","191","1633","1790"
"L120","Instrumentation.java","/share/ProjectData/Closure/97/gen/com/google/javascript/jscomp/Instrumentation.java","L117","54","0","0","77","626","689"
"L121","InstrumentationTemplate.java","/share/ProjectData/Closure/97/gen/com/google/javascript/jscomp/InstrumentationTemplate.java","L117","1","0","0","3","50","58"
"L127","AbstractCommandLineRunner.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AbstractCommandLineRunner.java","L126","119","0","0","0","841","1415"
"L128","AbstractCompiler.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AbstractCompiler.java","L126","1","0","9","0","48","250"
"L129","AbstractMessageFormatter.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AbstractMessageFormatter.java","L126","4","0","1","2","49","89"
"L130","AbstractPeepholeOptimization.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AbstractPeepholeOptimization.java","L126","1","0","0","0","30","102"
"L131","AliasExternals.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AliasExternals.java","L126","72","0","0","0","380","778"
"L132","AliasKeywords.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AliasKeywords.java","L126","17","0","0","0","199","413"
"L133","AliasStrings.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AliasStrings.java","L126","63","0","0","0","279","475"
"L134","AmbiguateProperties.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AmbiguateProperties.java","L126","60","0","0","0","414","634"
"L135","AnalyzeNameReferences.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AnalyzeNameReferences.java","L126","9","0","0","0","88","146"
"L136","AnalyzePrototypeProperties.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AnalyzePrototypeProperties.java","L126","71","0","0","0","439","703"
"L137","AnonymousFunctionNamingCallback.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AnonymousFunctionNamingCallback.java","L126","12","0","0","0","62","145"
"L138","AnonymousFunctionNamingPolicy.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AnonymousFunctionNamingPolicy.java","L126","1","0","2","0","14","62"
"L139","AstChangeProxy.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AstChangeProxy.java","L126","11","0","0","0","62","133"
"L140","AstParallelizer.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/AstParallelizer.java","L126","8","0","0","0","138","239"
"L141","BasicErrorManager.java","/share/ProjectData/Closure/97/src/com/google/javascript/jscomp/BasicErrorManager.java","L126","27","0","2","8","114","185"
