"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC"
"L39611","TrajectoryDeterminationProblem.java","/share/ProjectData/Math/77/src/site/resources/userguide/TrajectoryDeterminationProblem.java","L39610","10","0","0","11","136","188"
"L120","ArgumentOutsideDomainException.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/ArgumentOutsideDomainException.java","L119","1","0","2","0","8","44"
"L121","ConvergenceException.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/ConvergenceException.java","L119","1","0","5","0","16","69"
"L122","ConvergingAlgorithm.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/ConvergingAlgorithm.java","L119","1","0","11","0","13","137"
"L123","ConvergingAlgorithmImpl.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/ConvergingAlgorithmImpl.java","L119","1","0","11","0","50","122"
"L124","DimensionMismatchException.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/DimensionMismatchException.java","L119","1","0","4","0","17","64"
"L125","DuplicateSampleAbscissaException.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/DuplicateSampleAbscissaException.java","L119","1","0","3","0","11","50"
"L126","Field.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/Field.java","L119","1","0","3","0","5","52"
"L127","FieldElement.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/FieldElement.java","L119","1","0","6","0","8","61"
"L128","FunctionEvaluationException.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/FunctionEvaluationException.java","L119","1","0","10","0","49","158"
"L129","MathConfigurationException.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/MathConfigurationException.java","L119","1","0","5","0","17","69"
"L130","MathException.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/MathException.java","L119","6","0","12","0","70","192"
"L131","MathRuntimeException.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/MathRuntimeException.java","L119","6","0","23","0","228","517"
"L132","MaxEvaluationsExceededException.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/MaxEvaluationsExceededException.java","L119","1","0","4","0","18","68"
"L133","MaxIterationsExceededException.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/MaxIterationsExceededException.java","L119","1","0","4","0","18","68"
"L134","MessagesResources_fr.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/MessagesResources_fr.java","L119","1","0","3","0","522","851"
"L164","BinaryFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/BinaryFunction.java","L163","1","0","4","0","51","111"
"L165","BivariateRealFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/BivariateRealFunction.java","L163","1","0","2","0","5","41"
"L166","ComposableFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/ComposableFunction.java","L163","2","0","15","0","235","478"
"L167","DifferentiableMultivariateRealFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/DifferentiableMultivariateRealFunction.java","L163","1","0","3","0","5","52"
"L168","DifferentiableMultivariateVectorialFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/DifferentiableMultivariateVectorialFunction.java","L163","1","0","2","0","5","37"
"L169","DifferentiableUnivariateMatrixFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/DifferentiableUnivariateMatrixFunction.java","L163","1","0","2","0","5","36"
"L170","DifferentiableUnivariateRealFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/DifferentiableUnivariateRealFunction.java","L163","1","0","2","0","5","35"
"L171","DifferentiableUnivariateVectorialFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/DifferentiableUnivariateVectorialFunction.java","L163","1","0","2","0","5","36"
"L172","MultivariateMatrixFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/MultivariateMatrixFunction.java","L163","1","0","2","0","6","41"
"L173","MultivariateRealFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/MultivariateRealFunction.java","L163","1","0","2","0","6","40"
"L174","MultivariateVectorialFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/MultivariateVectorialFunction.java","L163","1","0","2","0","6","40"
"L175","UnivariateMatrixFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/UnivariateMatrixFunction.java","L163","1","0","2","0","5","38"
"L176","UnivariateRealFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/UnivariateRealFunction.java","L163","1","0","2","0","5","37"
"L177","UnivariateVectorialFunction.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/analysis/UnivariateVectorialFunction.java","L163","1","0","2","0","5","38"
"L3265","AbstractFieldMatrix.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/linear/AbstractFieldMatrix.java","L3264","113","0","56","0","764","1141"
"L3266","AbstractRealMatrix.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/linear/AbstractRealMatrix.java","L3264","99","0","63","0","736","1071"
"L3267","AbstractRealVector.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/linear/AbstractRealVector.java","L3264","81","0","89","0","612","893"
"L3268","AnyMatrix.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/linear/AnyMatrix.java","L3264","1","0","4","0","6","49"
"L3269","Array2DRowFieldMatrix.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/linear/Array2DRowFieldMatrix.java","L3264","55","0","33","0","414","632"
"L3270","Array2DRowRealMatrix.java","/share/ProjectData/Math/77/src/main/java/org/apache/commons/math/linear/Array2DRowRealMatrix.java","L3264","55","0","33","0","407","640"
