"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC"
"L120","XYTitleAnnotation.java","/share/ProjectData/Chart/5/experimental/org/jfree/experimental/chart/annotations/XYTitleAnnotation.java","L119","25","0","16","0","209","396"
"L502","XYTitleAnnotationDemo1.java","/share/ProjectData/Chart/5/experimental/org/jfree/experimental/chart/demo/XYTitleAnnotationDemo1.java","L501","2","0","4","0","128","231"
"L766","XYCoordinateType.java","/share/ProjectData/Chart/5/experimental/org/jfree/experimental/chart/util/XYCoordinateType.java","L765","7","0","3","0","43","133"
"L123","XYTitleAnnotationTests.java","/share/ProjectData/Chart/5/experimental/org/jfree/experimental/chart/annotations/junit/XYTitleAnnotationTests.java","L122","4","0","8","0","119","208"
"L669","XYSmoothLineAndShapeRenderer.java","/share/ProjectData/Chart/5/experimental/org/jfree/experimental/chart/renderer/xy/XYSmoothLineAndShapeRenderer.java","L668","20","0","3","0","149","299"
"L2179","SWTGraphics2D.java","/share/ProjectData/Chart/5/swt/org/jfree/experimental/swt/SWTGraphics2D.java","L2178","38","0","73","0","559","1394"
"L2180","SWTPaintCanvas.java","/share/ProjectData/Chart/5/swt/org/jfree/experimental/swt/SWTPaintCanvas.java","L2178","2","0","8","0","45","136"
"L2181","SWTUtils.java","/share/ProjectData/Chart/5/swt/org/jfree/experimental/swt/SWTUtils.java","L2178","29","0","15","0","242","462"
"L802","ChartComposite.java","/share/ProjectData/Chart/5/swt/org/jfree/experimental/chart/swt/ChartComposite.java","L801","146","0","61","0","1093","1915"
"L1439","SWTBarChartDemo1.java","/share/ProjectData/Chart/5/swt/org/jfree/experimental/chart/swt/demo/SWTBarChartDemo1.java","L1438","3","0","2","0","85","182"
"L1440","SWTMultipleAxisDemo1.java","/share/ProjectData/Chart/5/swt/org/jfree/experimental/chart/swt/demo/SWTMultipleAxisDemo1.java","L1438","4","0","3","0","126","224"
"L1441","SWTPieChartDemo1.java","/share/ProjectData/Chart/5/swt/org/jfree/experimental/chart/swt/demo/SWTPieChartDemo1.java","L1438","6","0","2","0","78","152"
"L1442","SWTTimeSeriesDemo.java","/share/ProjectData/Chart/5/swt/org/jfree/experimental/chart/swt/demo/SWTTimeSeriesDemo.java","L1438","4","0","2","0","118","206"
"L1678","SWTAxisEditor.java","/share/ProjectData/Chart/5/swt/org/jfree/experimental/chart/swt/editor/SWTAxisEditor.java","L1677","9","0","0","0","217","378"
"L1679","SWTChartEditor.java","/share/ProjectData/Chart/5/swt/org/jfree/experimental/chart/swt/editor/SWTChartEditor.java","L1677","3","0","4","0","86","169"
"L1680","SWTNumberAxisEditor.java","/share/ProjectData/Chart/5/swt/org/jfree/experimental/chart/swt/editor/SWTNumberAxisEditor.java","L1677","11","0","0","0","128","246"
"L1681","SWTOtherEditor.java","/share/ProjectData/Chart/5/swt/org/jfree/experimental/chart/swt/editor/SWTOtherEditor.java","L1677","2","0","0","0","71","145"
