"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC"
"L148","DateFormatter.java","/share/ProjectData/Lang/47/src/pending/DateFormatter.java","L147","36","0","2","0","100","161"
"L149","DateFormatterTest.java","/share/ProjectData/Lang/47/src/pending/DateFormatterTest.java","L147","10","0","3","0","182","256"
"L21377","CalendarUtils.java","/share/ProjectData/Lang/47/src/pending/CalendarUtils.java","L147","71","0","12","0","300","470"
"L21378","CalendarUtilsTest.java","/share/ProjectData/Lang/47/src/pending/CalendarUtilsTest.java","L147","7","0","7","3","235","343"
"L119","ArrayUtils.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/ArrayUtils.java","L118","391","0","173","0","1584","4418"
"L120","BitField.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/BitField.java","L118","6","0","19","0","68","291"
"L121","BooleanUtils.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/BooleanUtils.java","L118","101","0","38","0","292","974"
"L122","CharEncoding.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/CharEncoding.java","L118","3","0","2","0","21","154"
"L123","CharRange.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/CharRange.java","L118","19","0","13","0","87","233"
"L124","CharSet.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/CharSet.java","L118","17","0","8","0","101","299"
"L125","CharSetUtils.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/CharSetUtils.java","L118","32","0","12","0","133","391"
"L126","CharUtils.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/CharUtils.java","L118","30","0","24","0","145","561"
"L127","ClassUtils.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/ClassUtils.java","L118","90","0","31","0","429","925"
"L128","Entities.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/Entities.java","L118","37","0","0","0","584","991"
"L129","IllegalClassException.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/IllegalClassException.java","L118","3","0","4","0","24","104"
"L130","IncompleteArgumentException.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/IncompleteArgumentException.java","L118","2","0","3","0","17","90"
"L131","IntHashMap.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/IntHashMap.java","L118","21","0","0","0","149","365"
"L132","LocaleUtils.java","/share/ProjectData/Lang/47/src/java/org/apache/commons/lang/LocaleUtils.java","L118","34","0","10","0","137","295"
