ID,Name,LongName,McCC,CLOC,PDA,PUA,LLOC,LOC,commiters,commits,is_buggy,before_bugs,after_bugs
org.apache.commons.lang.DateFormatter.java,org.apache.commons.lang.DateFormatter,src/pending/DateFormatter.java,36.00,36.00.00,36.00.00,36.00.00,36.00.00,36.00.00,3,7,0,0,0
org.apache.commons.lang.DateFormatterTest.java,org.apache.commons.lang.DateFormatterTest,src/pending/DateFormatterTest.java,10.00,10.00.00,10.00.00,10.00.00,10.00.00,10.00.00,3,7,0,0,0
couldn't,couldn't,src/pending/CalendarUtils.java,71.00,71.00.00,71.00.00,71.00.00,71.00.00,71.00.00,3,6,0,0,0
couldn't,couldn't,src/pending/CalendarUtilsTest.java,7.00,7.00.00,7.00.00,7.00.00,7.00.00,7.00.00,3,9,0,0,0
org.apache.commons.lang.ArrayUtils.java,org.apache.commons.lang.ArrayUtils,src/java/org/apache/commons/lang/ArrayUtils.java,393.00,393.00.00,393.00.00,393.00.00,393.00.00,393.00.00,3,86,0,0,0
org.apache.commons.lang.BitField.java,org.apache.commons.lang.BitField,src/java/org/apache/commons/lang/BitField.java,6.00,6.00.00,6.00.00,6.00.00,6.00.00,6.00.00,3,17,0,0,0
org.apache.commons.lang.BooleanUtils.java,org.apache.commons.lang.BooleanUtils,src/java/org/apache/commons/lang/BooleanUtils.java,100.00,100.00.00,100.00.00,100.00.00,100.00.00,100.00.00,3,39,0,1,0
org.apache.commons.lang.CharEncoding.java,org.apache.commons.lang.CharEncoding,src/java/org/apache/commons/lang/CharEncoding.java,3.00,3.00.00,3.00.00,3.00.00,3.00.00,3.00.00,3,12,0,0,0
org.apache.commons.lang.CharRange.java,org.apache.commons.lang.CharRange,src/java/org/apache/commons/lang/CharRange.java,19.00,19.00.00,19.00.00,19.00.00,19.00.00,19.00.00,3,35,0,0,0
org.apache.commons.lang.CharSet.java,org.apache.commons.lang.CharSet,src/java/org/apache/commons/lang/CharSet.java,17.00,17.00.00,17.00.00,17.00.00,17.00.00,17.00.00,3,42,0,0,0
org.apache.commons.lang.CharSetUtils.java,org.apache.commons.lang.CharSetUtils,src/java/org/apache/commons/lang/CharSetUtils.java,27.00,27.00.00,27.00.00,27.00.00,27.00.00,27.00.00,3,50,0,0,0
org.apache.commons.lang.CharUtils.java,org.apache.commons.lang.CharUtils,src/java/org/apache/commons/lang/CharUtils.java,30.00,30.00.00,30.00.00,30.00.00,30.00.00,30.00.00,3,25,0,0,0
org.apache.commons.lang.ClassUtils.java,org.apache.commons.lang.ClassUtils,src/java/org/apache/commons/lang/ClassUtils.java,104.00,104.00.00,104.00.00,104.00.00,104.00.00,104.00.00,3,80,0,1,0
org.apache.commons.lang.EnumUtils.java,org.apache.commons.lang.EnumUtils,src/java/org/apache/commons/lang/EnumUtils.java,2.00,2.00.00,2.00.00,2.00.00,2.00.00,2.00.00,3,9,0,0,0
org.apache.commons.lang.LocaleUtils.java,org.apache.commons.lang.LocaleUtils,src/java/org/apache/commons/lang/LocaleUtils.java,37.00,37.00.00,37.00.00,37.00.00,37.00.00,37.00.00,3,24,0,2,0
org.apache.commons.lang.ObjectUtils.java,org.apache.commons.lang.ObjectUtils,src/java/org/apache/commons/lang/ObjectUtils.java,19.00,19.00.00,19.00.00,19.00.00,19.00.00,19.00.00,3,52,0,0,0
org.apache.commons.lang.RandomStringUtils.java,org.apache.commons.lang.RandomStringUtils,src/java/org/apache/commons/lang/RandomStringUtils.java,25.00,25.00.00,25.00.00,25.00.00,25.00.00,25.00.00,3,42,0,0,0
org.apache.commons.lang.SerializationException.java,org.apache.commons.lang.SerializationException,src/java/org/apache/commons/lang/SerializationException.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,20,0,0,0
org.apache.commons.lang.SerializationUtils.java,org.apache.commons.lang.SerializationUtils,src/java/org/apache/commons/lang/SerializationUtils.java,11.00,11.00.00,11.00.00,11.00.00,11.00.00,11.00.00,3,26,0,0,0
org.apache.commons.lang.StringEscapeUtils.java,org.apache.commons.lang.StringEscapeUtils,src/java/org/apache/commons/lang/StringEscapeUtils.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,77,0,2,0
org.apache.commons.lang.StringUtils.java,org.apache.commons.lang.StringUtils,src/java/org/apache/commons/lang/StringUtils.java,490.00,490.00.00,490.00.00,490.00.00,490.00.00,490.00.00,3,215,1,0,0
org.apache.commons.lang.SystemUtils.java,org.apache.commons.lang.SystemUtils,src/java/org/apache/commons/lang/SystemUtils.java,18.00,18.00.00,18.00.00,18.00.00,18.00.00,18.00.00,3,60,0,0,0
org.apache.commons.lang.Validate.java,org.apache.commons.lang.Validate,src/java/org/apache/commons/lang/Validate.java,29.00,29.00.00,29.00.00,29.00.00,29.00.00,29.00.00,3,39,0,0,0
org.apache.commons.lang.WordUtils.java,org.apache.commons.lang.WordUtils,src/java/org/apache/commons/lang/WordUtils.java,53.00,53.00.00,53.00.00,53.00.00,53.00.00,53.00.00,3,37,0,1,0
org.apache.commons.lang.builder.CompareToBuilder.java,org.apache.commons.lang.builder.CompareToBuilder,src/java/org/apache/commons/lang/builder/CompareToBuilder.java,123.00,123.00.00,123.00.00,123.00.00,123.00.00,123.00.00,3,48,0,0,0
org.apache.commons.lang.builder.EqualsBuilder.java,org.apache.commons.lang.builder.EqualsBuilder,src/java/org/apache/commons/lang/builder/EqualsBuilder.java,108.00,108.00.00,108.00.00,108.00.00,108.00.00,108.00.00,3,48,0,1,0
org.apache.commons.lang.builder.HashCodeBuilder.java,org.apache.commons.lang.builder.HashCodeBuilder,src/java/org/apache/commons/lang/builder/HashCodeBuilder.java,46.00,46.00.00,46.00.00,46.00.00,46.00.00,46.00.00,3,55,0,0,0
org.apache.commons.lang.builder.IDKey.java,org.apache.commons.lang.builder.IDKey,src/java/org/apache/commons/lang/builder/IDKey.java,3.00,3.00.00,3.00.00,3.00.00,3.00.00,3.00.00,3,5,0,0,0
org.apache.commons.lang.builder.ReflectionToStringBuilder.java,org.apache.commons.lang.builder.ReflectionToStringBuilder,src/java/org/apache/commons/lang/builder/ReflectionToStringBuilder.java,19.00,19.00.00,19.00.00,19.00.00,19.00.00,19.00.00,3,50,0,0,0
org.apache.commons.lang.builder.StandardToStringStyle.java,org.apache.commons.lang.builder.StandardToStringStyle,src/java/org/apache/commons/lang/builder/StandardToStringStyle.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,31,0,0,0
org.apache.commons.lang.builder.ToStringBuilder.java,org.apache.commons.lang.builder.ToStringBuilder,src/java/org/apache/commons/lang/builder/ToStringBuilder.java,7.00,7.00.00,7.00.00,7.00.00,7.00.00,7.00.00,3,60,0,0,0
org.apache.commons.lang.builder.ToStringStyle.java,org.apache.commons.lang.builder.ToStringStyle,src/java/org/apache/commons/lang/builder/ToStringStyle.java,104.00,104.00.00,104.00.00,104.00.00,104.00.00,104.00.00,3,63,0,0,0
org.apache.commons.lang.concurrent.ConcurrentException.java,org.apache.commons.lang.concurrent.ConcurrentException,src/java/org/apache/commons/lang/concurrent/ConcurrentException.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,3,0,0,0
org.apache.commons.lang.concurrent.ConcurrentUtils.java,org.apache.commons.lang.concurrent.ConcurrentUtils,src/java/org/apache/commons/lang/concurrent/ConcurrentUtils.java,9.00,9.00.00,9.00.00,9.00.00,9.00.00,9.00.00,3,4,0,0,0
org.apache.commons.lang.concurrent.LazyInitializer.java,org.apache.commons.lang.concurrent.LazyInitializer,src/java/org/apache/commons/lang/concurrent/LazyInitializer.java,3.00,3.00.00,3.00.00,3.00.00,3.00.00,3.00.00,3,5,0,0,0
org.apache.commons.lang.exception.ContextedException.java,org.apache.commons.lang.exception.ContextedException,src/java/org/apache/commons/lang/exception/ContextedException.java,2.00,2.00.00,2.00.00,2.00.00,2.00.00,2.00.00,3,6,0,0,0
org.apache.commons.lang.exception.ContextedRuntimeException.java,org.apache.commons.lang.exception.ContextedRuntimeException,src/java/org/apache/commons/lang/exception/ContextedRuntimeException.java,3.00,3.00.00,3.00.00,3.00.00,3.00.00,3.00.00,3,6,0,0,0
org.apache.commons.lang.exception.DefaultExceptionContext.java,org.apache.commons.lang.exception.DefaultExceptionContext,src/java/org/apache/commons/lang/exception/DefaultExceptionContext.java,7.00,7.00.00,7.00.00,7.00.00,7.00.00,7.00.00,3,8,0,0,0
org.apache.commons.lang.exception.ExceptionContext.java,org.apache.commons.lang.exception.ExceptionContext,src/java/org/apache/commons/lang/exception/ExceptionContext.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,7,0,0,0
org.apache.commons.lang.exception.ExceptionUtils.java,org.apache.commons.lang.exception.ExceptionUtils,src/java/org/apache/commons/lang/exception/ExceptionUtils.java,85.00,85.00.00,85.00.00,85.00.00,85.00.00,85.00.00,3,75,0,0,0
org.apache.commons.lang.math.DoubleRange.java,org.apache.commons.lang.math.DoubleRange,src/java/org/apache/commons/lang/math/DoubleRange.java,32.00,32.00.00,32.00.00,32.00.00,32.00.00,32.00.00,3,21,0,0,0
org.apache.commons.lang.math.FloatRange.java,org.apache.commons.lang.math.FloatRange,src/java/org/apache/commons/lang/math/FloatRange.java,32.00,32.00.00,32.00.00,32.00.00,32.00.00,32.00.00,3,21,0,0,0
org.apache.commons.lang.math.Fraction.java,org.apache.commons.lang.math.Fraction,src/java/org/apache/commons/lang/math/Fraction.java,94.00,94.00.00,94.00.00,94.00.00,94.00.00,94.00.00,3,34,0,1,0
org.apache.commons.lang.math.IEEE754rUtils.java,org.apache.commons.lang.math.IEEE754rUtils,src/java/org/apache/commons/lang/math/IEEE754rUtils.java,21.00,21.00.00,21.00.00,21.00.00,21.00.00,21.00.00,3,5,0,0,0
org.apache.commons.lang.math.IntRange.java,org.apache.commons.lang.math.IntRange,src/java/org/apache/commons/lang/math/IntRange.java,26.00,26.00.00,26.00.00,26.00.00,26.00.00,26.00.00,3,24,0,0,0
org.apache.commons.lang.math.LongRange.java,org.apache.commons.lang.math.LongRange,src/java/org/apache/commons/lang/math/LongRange.java,26.00,26.00.00,26.00.00,26.00.00,26.00.00,26.00.00,3,25,0,0,0
org.apache.commons.lang.math.NumberRange.java,org.apache.commons.lang.math.NumberRange,src/java/org/apache/commons/lang/math/NumberRange.java,27.00,27.00.00,27.00.00,27.00.00,27.00.00,27.00.00,3,25,0,0,0
org.apache.commons.lang.math.NumberUtils.java,org.apache.commons.lang.math.NumberUtils,src/java/org/apache/commons/lang/math/NumberUtils.java,186.00,186.00.00,186.00.00,186.00.00,186.00.00,186.00.00,3,44,0,1,0
org.apache.commons.lang.math.Range.java,org.apache.commons.lang.math.Range,src/java/org/apache/commons/lang/math/Range.java,18.00,18.00.00,18.00.00,18.00.00,18.00.00,18.00.00,3,20,0,0,0
org.apache.commons.lang.mutable.Mutable.java,org.apache.commons.lang.mutable.Mutable,src/java/org/apache/commons/lang/mutable/Mutable.java,1.00,1.00.00,1.00.00,1.00.00,1.00.00,1.00.00,3,15,0,0,0
org.apache.commons.lang.mutable.MutableBoolean.java,org.apache.commons.lang.mutable.MutableBoolean,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,5.00,5.00.00,5.00.00,5.00.00,5.00.00,5.00.00,3,22,0,0,0
org.apache.commons.lang.mutable.MutableByte.java,org.apache.commons.lang.mutable.MutableByte,src/java/org/apache/commons/lang/mutable/MutableByte.java,4.00,4.00.00,4.00.00,4.00.00,4.00.00,4.00.00,3,28,0,0,0
org.apache.commons.lang.mutable.MutableDouble.java,org.apache.commons.lang.mutable.MutableDouble,src/java/org/apache/commons/lang/mutable/MutableDouble.java,2.00,2.00.00,2.00.00,2.00.00,2.00.00,2.00.00,3,28,0,0,0
